ID,MET,METphi,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,Total_products,Total_b,Total_j,Total_g,Total_leptons
20,65070.7,-0.491001,152722.0,48457.7,-1.81343,-1.94828,105001.0,43238.0,-1.53371,2.27409,381327.0,42523.5,-2.88354,3.11124,378303.0,36413.1,-3.03122,0.489363,4,0,4,0,0
21,53014.6,2.8506099999999996,849096.0,54149.7,3.44447,-2.40657,1186520.0,48060.4,3.89903,0.0862315,413642.0,45535.2,2.89604,1.0868200000000001,306110.0,38713.9,2.75655,-0.686079,4,0,4,0,0
22,57792.9,2.8334799999999998,270333.0,103796.0,-1.60539,0.0393601,148874.0,42140.3,-1.93311,-2.09638,97203.3,40771.8,-1.51017,2.6787900000000002,35360.5,34010.6,0.227491,2.6813700000000003,8,1,7,0,0
23,20712.8,-2.12947,144986.0,124842.0,-0.551854,-1.92945,122798.0,105837.0,-0.539257,2.21915,182063.0,84711.8,1.39515,0.455045,118588.0,71334.3,-1.08425,-0.481862,6,2,3,0,1
24,15782.0,-1.36353,109959.0,98389.7,0.461087,-2.9370700000000003,107307.0,97438.0,-0.422863,0.273694,274040.0,93197.1,-1.73409,1.48056,261134.0,84738.6,-1.78915,-0.08412460000000001,6,1,5,0,0
25,66247.4,1.37966,235845.0,98697.6,-1.51524,-1.17636,68873.9,61886.6,0.35417600000000005,1.9550400000000001,168329.0,59511.5,-1.69481,-2.8466099999999996,53035.9,37316.6,0.841692,-3.11773,6,0,6,0,0
26,110800.0,-0.247892,288756.0,92417.7,1.8048,2.26432,52000.9,51060.8,-0.126948,-1.48187,374822.0,25824.9,3.36685,-2.97613,0.0,0.0,0.0,0.0,3,1,2,0,0
27,32576.0,1.05977,1067060.0,182627.0,2.44992,2.8475,185583.0,175843.0,-0.0200774,-1.39381,136264.0,130954.0,-0.165183,0.855485,108929.0,99168.9,-0.42198,-0.41111000000000003,13,2,10,0,1
28,12097.9,2.61191,112826.0,73939.1,0.970523,-1.28498,70535.1,68950.4,0.160529,1.6564,74946.8,68801.9,0.338025,3.11795,50082.5,31448.3,1.03398,0.116468,6,2,4,0,0
29,110183.0,0.0545672,72609.1,63499.9,-0.503499,2.98446,71494.5,51555.9,-0.8272290000000001,-2.4978,119882.0,36221.0,-1.86314,2.1797299999999997,39006.8,27460.2,-0.883274,-1.8325200000000001,6,1,4,0,1
30,105791.0,2.83642,207770.0,114087.0,-1.20075,-1.2639799999999999,154147.0,99296.0,-1.00423,0.151114,80471.9,79461.4,0.13108699999999998,2.40001,86732.0,67346.2,0.734247,2.7507,13,4,8,0,1
31,86811.0,-3.0241,299207.0,106884.0,1.68718,2.33071,165490.0,102400.0,1.05542,-0.9689180000000001,318604.0,98296.0,1.84328,-0.579088,109132.0,78708.2,0.840297,2.9455400000000003,9,3,5,0,1
32,32894.6,0.0111854,545615.0,225867.0,-1.52639,-0.204369,293567.0,149640.0,-1.29395,2.51633,248348.0,104086.0,-1.50729,-2.75334,35406.0,32355.2,-0.339088,-3.0887,4,1,3,0,0
33,8541.5,-0.9311,107349.0,91723.6,0.571752,2.6332400000000002,557985.0,91704.7,2.49175,-0.532017,696188.0,64689.9,3.06676,2.97479,59279.1,42076.9,0.8629180000000001,0.180826,6,1,5,0,0
34,31469.4,-2.74448,194775.0,136763.0,0.8858299999999999,1.61287,97908.5,95331.4,-0.0153412,-2.31809,89498.8,74373.6,0.570138,-1.29135,184360.0,48286.9,2.01438,0.470322,5,2,3,0,0
35,71537.6,2.25937,103999.0,96813.7,-0.366002,-2.8561799999999997,683928.0,57959.3,-3.15916,1.07925,408452.0,55251.0,-2.68892,-0.79916,130346.0,52963.8,-1.54399,-0.593421,4,0,4,0,0
36,192415.0,-0.252244,280196.0,180125.0,-1.00405,-2.87593,136278.0,96458.9,-0.8713850000000001,1.4717799999999999,129016.0,58361.2,-1.42534,0.685487,61682.1,54723.2,-0.469133,-1.9074400000000002,7,1,5,0,1
37,20759.2,1.59643,170948.0,166373.0,-0.197018,0.7840229999999999,136720.0,135838.0,0.048117900000000005,-2.55983,277765.0,129346.0,1.3947,-0.679318,133563.0,122273.0,-0.42531,-3.02657,7,2,5,0,0
38,103665.0,-1.52985,784751.0,67311.8,-3.14693,1.99804,179823.0,62476.7,-1.7174900000000002,0.23687600000000003,27203.4,25254.6,-0.312822,2.11484,61138.3,23657.4,-1.60041,3.03017,5,0,4,0,1
39,218392.0,2.85603,480776.0,331058.0,-0.8940520000000001,-1.5909,412402.0,306575.0,-0.7908270000000001,1.8618,324684.0,136664.0,-1.50525,0.209569,141408.0,99963.0,-0.850843,-0.572711,6,0,6,0,0
40,19490.7,1.49114,437531.0,172987.0,1.5794,-2.2954,182281.0,114165.0,1.03814,0.981925,795235.0,85429.4,2.92108,-2.63912,314672.0,74023.9,2.12521,1.27,7,1,6,0,0
41,14542.9,-1.64864,712615.0,126559.0,-2.41296,-2.70721,134913.0,61594.2,-1.41121,2.00805,59246.1,58832.5,0.0387569,-0.810752,172994.0,58667.1,-1.73868,0.07452289999999999,7,2,5,0,0
42,184415.0,1.0491,185505.0,169538.0,-0.408159,-3.00822,220707.0,169468.0,-0.7404729999999999,1.84427,154940.0,118862.0,0.723912,-1.3671200000000001,301441.0,114002.0,1.62561,-0.76484,11,3,7,0,1
43,54240.0,-1.75616,159016.0,123393.0,-0.693475,2.95998,339604.0,107005.0,1.81927,-0.7899619999999999,215560.0,70399.0,-1.77698,1.4995,86361.8,67032.1,-0.710674,0.8599209999999999,5,0,4,0,1
44,262291.0,-0.664918,205954.0,142996.0,-0.903362,2.7057,596238.0,137075.0,-2.14692,2.78068,1080090.0,123136.0,2.86126,0.703397,101284.0,97038.5,-0.19933,-3.09206,11,5,5,0,1
45,105840.0,1.50021,326898.0,175034.0,-1.23435,-1.52241,102468.0,84085.7,0.582902,1.44089,214336.0,50718.3,-2.11943,-1.91822,116087.0,36379.0,-1.82708,-2.5282400000000003,6,1,3,1,1
46,54217.7,-1.47364,753319.0,82310.1,-2.90384,2.31208,102201.0,24333.9,-2.11373,0.459603,451171.0,158262.0,-1.70845,-1.65257,0.0,0.0,0.0,0.0,3,0,1,0,2
47,19509.1,-0.355878,128739.0,111082.0,-0.554395,-3.08565,301004.0,53135.4,-2.41891,-0.742102,641219.0,39370.7,-3.48241,1.6289200000000001,85923.6,38823.6,-1.42491,1.1908100000000001,7,1,6,0,0
48,14312.3,-0.705186,548078.0,97626.4,-2.40986,1.67477,126897.0,78840.8,-1.04925,-2.42873,190212.0,59386.2,-1.8305,-0.265251,58032.0,50842.7,-0.517328,-1.31418,6,0,6,0,0
49,30043.8,-0.79172,832254.0,234166.0,-1.93983,2.14831,249425.0,164681.0,-0.973472,-1.16229,139073.0,73441.7,-1.25145,-0.5130779999999999,79595.3,71610.1,-0.450778,1.0328,8,3,5,0,0
50,86119.0,1.48264,1554880.0,50997.2,-4.11022,-0.467843,142088.0,43831.0,1.84193,-1.9100599999999999,791757.0,36662.5,-3.76506,1.5414,382109.0,33897.2,3.11335,-2.17172,6,1,4,0,1
51,68454.8,-2.0746900000000004,402411.0,262383.0,-0.991639,-2.51438,343171.0,256975.0,-0.784846,0.754278,104258.0,103478.0,-0.052454,1.1147200000000002,51792.5,40449.4,-0.717461,0.044200199999999995,6,1,5,0,0
52,83225.7,-0.8433780000000001,88592.8,74700.8,0.57506,1.23861,219645.0,47411.3,2.21294,-2.8233900000000003,87520.9,35195.6,1.55655,2.95748,32070.1,30047.8,0.323305,-2.59115,5,1,4,0,0
53,5871.31,-1.23811,342894.0,111965.0,-1.78407,1.92767,886291.0,84271.2,-3.04368,-1.30588,57789.1,41363.5,-0.86182,2.04615,541585.0,34978.3,-3.43172,-0.353468,6,0,6,0,0
54,40825.0,0.412654,324669.0,317841.0,-0.181499,0.665443,351294.0,202755.0,-1.14159,-2.88308,1468080.0,142149.0,-3.02535,-1.31844,711840.0,100751.0,-2.6429400000000003,-2.59501,12,1,11,0,0
55,17460.7,-2.84007,116139.0,112955.0,0.2273,1.11111,396686.0,76135.4,2.33395,-1.29554,94414.3,44441.0,1.38,2.50025,690702.0,44323.3,3.4382300000000003,-1.35154,5,1,4,0,0
56,61189.3,-1.2772,90498.8,78842.3,-0.529245,2.3246700000000002,94233.0,69200.9,-0.8203090000000001,0.962925,59071.1,57232.4,-0.136327,-1.7722,91710.0,57523.2,1.0424,-0.48719300000000004,4,2,1,0,1
57,16227.7,-2.22821,117135.0,111160.0,0.31841,0.9144690000000001,384024.0,83388.8,2.20807,2.45606,258769.0,65793.6,-2.04485,-2.48865,76231.4,62758.8,-0.59396,-1.35914,7,1,6,0,0
58,21821.3,-0.22585,359029.0,67647.2,-2.35259,0.8578180000000001,102337.0,64482.9,1.03133,1.25054,36791.2,35902.7,0.141188,-2.43158,32861.9,31420.6,-0.28078200000000003,0.34359,5,2,2,0,1
59,29582.1,-1.2691299999999999,199004.0,122711.0,-1.05936,1.62711,100406.0,89396.2,0.461718,-0.48143500000000006,61564.7,53650.4,0.532148,-2.3218799999999997,50557.8,50005.7,0.120628,2.49392,5,2,3,0,0
60,54829.9,-1.28646,366632.0,271829.0,-0.784842,2.56156,200746.0,184842.0,-0.320283,-0.586476,129698.0,85055.7,-0.976602,-0.044783300000000005,80908.6,74524.6,-0.376906,-1.97124,9,2,6,0,1
61,77267.3,1.57049,98566.2,64964.4,-0.944368,-0.406721,217895.0,52925.5,2.09167,-2.82405,181576.0,38173.2,-2.24087,3.01103,36010.1,35189.5,-0.158085,0.062343499999999996,5,2,3,0,0
62,361232.0,-0.729063,826661.0,495520.0,-1.09167,2.7549200000000003,464524.0,398481.0,-0.552524,2.14542,820471.0,106153.0,2.73382,2.61429,468221.0,49725.1,2.93256,0.464718,6,1,4,1,0
63,18633.6,-2.40061,710365.0,545277.0,-0.708754,-2.54239,313983.0,236558.0,-0.7743869999999999,0.8986780000000001,211914.0,201227.0,-0.315826,-0.0827448,170144.0,156136.0,0.282218,1.53861,11,3,8,0,0
64,37412.2,-1.44836,121330.0,109057.0,-0.463601,0.8757590000000001,207955.0,95592.4,1.41047,-1.45805,133382.0,76859.0,-1.1434,2.8225,76824.2,38432.6,1.31108,1.0610899999999999,7,0,6,0,1
65,40738.7,1.6816799999999998,176276.0,118312.0,0.950301,-0.9539270000000001,126637.0,73155.9,-1.1406,-3.0615900000000003,156373.0,57629.7,1.6537099999999998,1.5341799999999999,90545.7,54994.7,1.0638,1.4075600000000001,5,2,2,0,1
66,36593.0,-2.32385,61713.0,57541.8,0.347142,-0.557433,74547.1,50732.2,-0.925133,1.85032,297717.0,39958.1,-2.69689,-2.83232,67933.2,26683.9,1.58033,-0.412508,5,0,4,0,1
67,122956.0,-1.14408,369122.0,326574.0,0.486821,-1.8255400000000002,277605.0,216685.0,0.688755,1.3960700000000001,165788.0,160581.0,0.222125,0.854449,388303.0,158757.0,1.53643,2.3061,8,3,5,0,0
68,84739.3,3.1135099999999998,82733.7,77446.5,-0.311666,-0.184013,45121.9,42666.8,-0.306041,0.8108069999999999,174258.0,48922.7,-1.94313,2.52503,0.0,0.0,0.0,0.0,3,2,0,0,1
69,70801.5,-0.014043100000000001,362914.0,146023.0,-1.55969,2.6716599999999997,170402.0,85812.2,-1.30758,-2.5159,71603.2,67347.9,0.338146,-0.653829,98817.9,63154.1,1.0106,0.36185900000000004,8,3,5,0,0
70,69355.5,-1.52539,386970.0,101815.0,2.0086,2.38848,351710.0,79304.7,2.1694,0.294431,639673.0,53169.2,3.17872,-2.1524900000000002,134457.0,36747.2,1.97101,-0.7637609999999999,5,1,4,0,0
71,108673.0,-3.08316,235786.0,61040.5,2.0266,0.513158,45716.0,40871.2,0.462462,-0.557908,270910.0,35741.9,2.71369,-1.4858,244614.0,31969.2,2.72346,0.322208,4,1,3,0,0
72,58907.3,-0.483338,210862.0,102426.0,-1.34407,-2.98647,132826.0,63948.0,-1.36011,0.5696260000000001,259442.0,30957.2,-2.81495,2.29957,52382.3,25983.7,-1.31549,-1.66222,4,0,4,0,0
73,19165.4,-0.583551,215502.0,69239.1,1.80034,-2.26609,1222120.0,62307.8,3.6687,2.9167099999999997,795002.0,56242.2,3.3405,0.582328,688785.0,39422.8,3.5527800000000003,-1.67945,8,1,7,0,0
74,18000.5,-1.25473,187992.0,184089.0,-0.0691647,0.44509,744779.0,134990.0,-2.39226,-1.95602,866300.0,133078.0,-2.56026,1.35503,111174.0,105913.0,-0.270969,3.05111,6,2,4,0,0
75,43535.9,1.71563,319176.0,103356.0,-1.7919200000000002,-1.15847,108371.0,85308.1,-0.7174159999999999,1.3304200000000002,314405.0,68799.3,-2.20004,-2.17738,101826.0,47149.7,-1.39789,2.91839,7,1,6,0,0
76,35926.6,-0.2873,309931.0,79363.0,2.03752,0.942844,774004.0,72404.6,-3.05991,-2.2361299999999997,193502.0,52899.0,1.96863,2.83295,29038.3,27767.3,0.17618399999999998,-2.92489,5,0,5,0,0
77,28732.0,1.5871899999999999,628158.0,68488.1,2.90601,-2.62625,468497.0,51824.4,2.89162,-1.04949,63408.7,36511.0,1.13975,0.0361558,201419.0,27843.5,2.66629,1.95397,4,0,4,0,0
78,3519.71,-2.37899,650441.0,194828.0,-1.87474,0.888073,257805.0,160163.0,-1.04123,-2.7679400000000003,123172.0,69654.8,-1.15903,-1.08038,236898.0,63180.1,-1.99474,-2.28065,7,1,6,0,0
79,79127.6,-2.85347,94172.6,82607.5,-0.470923,1.15673,56389.9,33176.5,-1.11784,-1.40219,35504.1,30450.4,0.512727,0.332965,0.0,0.0,0.0,0.0,3,1,2,0,0
80,23687.2,-1.01318,164924.0,95328.6,1.1232799999999998,1.99825,168003.0,80824.0,1.35395,-1.5161799999999999,66628.3,25484.8,1.61274,2.68871,24858.9,24501.6,0.120325,0.553099,4,1,3,0,0
81,178730.0,2.04136,696220.0,680110.0,0.14511300000000002,-1.2613,966252.0,201957.0,-2.24722,2.3208,930946.0,196929.0,-2.23379,1.52711,142070.0,139100.0,0.0862909,2.52392,12,2,10,0,0
82,20355.1,0.832066,128266.0,123377.0,-0.183609,-1.35699,85902.2,72442.6,0.589829,1.40992,64478.1,63137.9,-0.194172,2.8454200000000003,0.0,0.0,0.0,0.0,3,1,2,0,0
83,61536.7,-0.151109,234176.0,102215.0,1.46795,2.07139,83986.9,63251.7,-0.7824,-1.7803799999999999,42492.9,41057.3,0.157979,-1.57027,109963.0,25321.6,2.14622,-1.37526,5,1,3,0,1
84,14349.7,-2.6311400000000003,120997.0,106099.0,-0.452431,1.80625,287083.0,90920.8,-1.81525,-0.392443,126386.0,78437.1,1.04286,-2.5411099999999998,93858.6,56392.9,-1.0929799999999998,1.7135200000000002,6,3,3,0,0
85,47015.3,3.06713,755762.0,174879.0,-2.14017,-0.789725,180603.0,105337.0,-1.12926,2.19624,351846.0,75275.7,-2.22241,1.2455100000000001,173365.0,67656.7,-1.5893700000000002,0.408639,9,3,6,0,0
86,47538.4,-3.0047200000000003,80529.7,76586.0,-0.247717,1.9613900000000002,101640.0,69137.1,-0.921236,-1.22252,319476.0,34610.1,2.91251,-0.834041,252166.0,30387.2,2.80541,0.510625,6,2,3,0,1
87,46447.5,2.19456,194238.0,92493.1,-1.36759,-2.13179,95268.5,83237.9,-0.4481979999999999,-2.4534599999999998,94954.0,67053.1,0.881064,0.8346629999999999,196078.0,67003.4,1.7334900000000002,1.2003,7,1,6,0,0
88,99466.4,2.78437,131986.0,92453.2,0.8876200000000001,1.1864299999999999,815494.0,54651.9,3.3947,-1.1658600000000001,50648.4,38408.0,-0.756378,-0.09936360000000001,284753.0,25520.8,3.1030900000000003,-0.240328,7,2,3,1,1
89,87999.9,2.2345200000000003,233993.0,109215.0,1.38775,-1.4209100000000001,97031.8,56431.5,-1.13183,1.2803200000000001,88919.6,48704.0,-1.19821,-0.731374,188971.0,47621.7,2.0537400000000003,-2.86288,7,1,5,0,1
90,233944.0,0.06626019999999999,2248840.0,726404.0,1.79572,-3.09895,482186.0,478721.0,0.0582971,-0.042397000000000004,93589.9,83641.8,0.444865,1.8166200000000001,83061.3,54946.6,0.966188,-2.54046,7,1,6,0,0
91,81512.6,2.95874,647939.0,88917.8,-2.67434,1.82073,98351.7,44601.5,-1.42374,-0.196511,34688.8,34297.2,-0.07280410000000001,-0.980836,305376.0,83356.9,-1.97239,-0.839922,4,2,1,0,1
92,83365.7,-1.88799,112515.0,111741.0,0.014602200000000003,0.865762,69449.5,67855.4,-0.204754,-2.83493,27671.5,27344.5,0.123696,1.69953,29705.6,26840.4,-0.36669,2.40225,4,1,3,0,0
93,23661.9,-2.7652,318151.0,151497.0,1.36831,-2.1091,464869.0,96879.5,2.24978,0.61568,52918.1,32885.5,1.04856,1.7834400000000001,172400.0,36312.5,2.23952,1.4797799999999999,4,2,1,1,0
94,153311.0,3.08672,296097.0,85312.9,1.91416,0.7231569999999999,324079.0,83049.8,-2.03648,-0.26827,772954.0,59831.6,3.25009,-2.1379200000000003,83242.9,32594.4,1.58792,0.115192,5,0,4,0,1
95,120491.0,0.175805,940438.0,452050.0,1.34901,-2.37146,718876.0,276537.0,1.60162,1.42603,190783.0,152306.0,-0.692505,0.027721499999999996,113820.0,64363.2,1.16937,-1.71428,11,4,6,0,1
96,68203.2,-2.94529,487156.0,273822.0,1.17616,2.04918,293316.0,265700.0,0.42031,-0.36538000000000004,173523.0,169467.0,-0.196811,2.40995,130482.0,119674.0,-0.4174020000000001,1.52265,11,5,6,0,0
97,59205.4,2.64941,146913.0,123823.0,-0.593815,-1.16454,68788.1,58425.7,-0.536905,1.1839899999999999,34644.3,33902.2,-0.118196,2.89185,100028.0,27713.8,-1.95478,-2.92265,5,1,4,0,0
98,43828.7,2.7325,633193.0,108701.0,2.44755,0.6366109999999999,71899.6,64923.6,-0.454414,-2.22587,497748.0,54940.1,2.8938,-1.5069299999999999,84620.0,41646.9,1.3318299999999998,1.6062299999999998,5,0,5,0,0
99,14913.8,-1.9720900000000001,82978.8,80919.7,0.209916,0.6751689999999999,90420.9,80435.7,-0.476653,-1.3471600000000001,132068.0,59446.1,-1.43134,2.35406,164307.0,41470.7,-2.05181,-2.35648,5,1,4,0,0
100,45412.5,1.47011,220384.0,195726.0,0.478496,-2.03689,253403.0,156312.0,-1.05885,1.51478,341513.0,148204.0,1.47539,-1.59572,111465.0,84824.1,-0.752946,0.6815760000000001,13,3,10,0,0
101,58645.6,1.6033899999999999,124001.0,78655.6,1.01334,-2.86121,120324.0,34808.3,-1.90311,-0.17682799999999999,125363.0,27527.6,2.19536,-1.2688,55547.7,55368.0,0.0805556,-0.0734978,4,1,2,0,1
102,44073.8,-1.4338600000000001,95008.9,87328.1,-0.385613,-1.56551,197673.0,74505.0,-1.62569,0.232645,258823.0,70915.5,-1.96833,1.6794799999999999,62762.2,47263.6,-0.7604489999999999,2.2294400000000003,6,2,4,0,0
103,82178.5,2.6811,281503.0,231216.0,0.6339779999999999,-0.76899,190741.0,172585.0,0.449671,2.08562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,0
104,51381.8,1.8371,148663.0,107757.0,-0.843633,-0.9656469999999999,137274.0,95336.9,0.89695,1.57039,70072.4,64685.6,-0.376199,-1.72659,29946.3,29539.1,-0.14511,-2.62513,6,0,6,0,0
105,27805.0,3.07301,343854.0,201278.0,-1.11322,1.18092,261756.0,201073.0,-0.72318,-0.613641,154988.0,149145.0,0.235994,-2.76016,181696.0,116032.0,-1.0153,3.07744,7,2,5,0,0
106,12413.4,-2.76748,406537.0,340654.0,0.592279,-0.141986,342025.0,324681.0,-0.211723,2.95019,154827.0,127751.0,-0.628642,1.48223,120512.0,114236.0,-0.282563,-2.5013900000000002,10,2,7,1,0
107,203158.0,1.5487,333539.0,119962.0,-1.67995,-0.6300600000000001,171348.0,101836.0,-1.1074,-2.78036,236733.0,100411.0,-1.50166,-1.6965400000000002,376045.0,72819.1,-2.32496,2.84554,7,2,5,0,0
108,74488.3,2.97008,76048.9,73891.9,-0.184336,-0.167121,152827.0,61977.9,1.54895,-0.358601,55097.2,44004.2,0.669876,2.49601,96649.5,41329.8,1.48969,3.00409,5,1,4,0,0
109,25348.2,-2.94549,209021.0,187277.0,-0.43629,-0.245602,627936.0,104512.0,2.47908,2.55226,101974.0,85442.1,0.602225,-1.8516599999999999,250056.0,44858.3,-2.40153,2.43174,8,1,7,0,0
110,37953.0,-2.54407,85345.8,83674.1,0.132619,-2.39418,113027.0,78263.8,-0.89576,0.699745,59721.4,58178.6,0.0833195,0.286767,41448.3,37150.7,0.459264,0.780245,8,3,4,0,1
111,329836.0,-1.889,355431.0,254959.0,-0.85956,2.61426,265863.0,176558.0,0.962055,-0.566427,234880.0,159919.0,0.907468,0.308344,1143120.0,157843.0,-2.66803,2.2095,9,2,6,0,1
112,155521.0,1.91074,221091.0,126598.0,1.15534,-1.74127,521243.0,109724.0,-2.23857,0.526528,842756.0,55710.6,3.40852,-1.79122,82791.6,54858.1,0.96998,-0.469066,6,0,5,0,1
113,80863.3,1.9309599999999998,81742.0,81202.1,-0.045714300000000006,-0.22788699999999998,79661.5,65783.2,-0.610796,-1.18078,911058.0,39943.1,-3.81978,-2.99759,37661.0,31718.5,-0.594236,-2.95551,5,0,4,0,1
114,10603.2,0.7179840000000001,144182.0,85374.4,1.1046,-2.31106,202257.0,65217.2,1.79562,2.85089,64482.8,54483.6,0.578328,0.9918379999999999,134700.0,43786.9,1.7867400000000002,-0.221833,4,2,2,0,0
115,56076.1,0.857715,655026.0,342885.0,-1.25861,1.5467899999999999,346466.0,219872.0,1.00875,-1.75564,396707.0,137093.0,1.72147,-1.57654,475731.0,122207.0,-2.03153,-2.89613,12,2,10,0,0
116,50996.2,0.30283499999999997,431798.0,416210.0,0.231228,-2.1764200000000002,254333.0,172186.0,-0.929707,1.90662,169802.0,161910.0,-0.214873,0.47211800000000004,135084.0,85777.0,-1.01964,0.8754700000000001,5,1,4,0,0
117,16869.5,1.55502,166922.0,119044.0,-0.857081,-1.52642,150142.0,69547.2,-1.40244,0.90761,81522.6,64151.7,-0.7122,1.8002599999999997,69252.4,53161.8,-0.7230439999999999,-2.78205,6,1,5,0,0
118,8009.92,-2.23075,508313.0,155478.0,1.85124,-2.79419,330998.0,90822.5,1.9667,-0.301904,305827.0,68415.7,2.17696,0.7242149999999999,80520.5,53163.1,0.943061,1.08374,4,1,3,0,0
119,17427.6,0.894966,412446.0,239917.0,-1.1219,-2.37602,185718.0,176752.0,-0.0153222,0.39412600000000003,113918.0,95886.9,0.595191,2.0116,61217.1,55848.5,-0.412236,1.341,9,2,7,0,0
120,65919.6,-1.8610900000000001,146632.0,122533.0,0.589672,1.94196,186282.0,110590.0,-1.09847,-1.2745600000000001,272350.0,100346.0,-1.65322,1.0102799999999998,75287.5,73909.1,-0.15271600000000002,-0.358189,6,3,2,0,1
121,100928.0,0.504885,237291.0,97147.2,-1.54047,-1.8197599999999998,93194.6,76936.7,0.615746,-2.9306200000000002,49780.8,49066.0,0.168699,0.859351,629664.0,34443.8,3.59815,2.6859900000000003,5,2,2,0,1
